time_period,process,location,material,capacity,notes
0,clay mining,CN,ion adsorption clay,200000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,clay refining,CN,dysprosium_oxide,2800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,clay refining,CN,neodynium_oxide,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,CN,dysprosium_oxide,400000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,CN,neodynium_oxide,72500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,magnet manufacturing,CN,hp_magnet,210000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,metallothermic reduction,CN,dysprosium,2800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,mining,CN,bastnasite,168000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,mining,CN,monazaite,40000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,molten_salt electrolysis,CN,neodynium,32000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,CN,dysprosium_oxide,200000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,CN,neodynium_oxide,35000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,chemical transformation,EE,neodynium dysprosium iron alloy,2500000,Neo alloy production for Narva magnet plant [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,EE,dysprosium_oxide,150000,Neo Silmet HREE [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,EE,neodynium_oxide,900000,Neo Silmet secondary circuit [Scenario 1: Allied Corridor Buildout]
0,magnet manufacturing,EE,hp_magnet,2000000,"Neo Narva NdFeB plant; 2000 t/yr Phase1A 2025, scaling to 5000 [Scenario 1: Allied Corridor Buildout]"
0,metallothermic reduction,EE,dysprosium,40000,Neo Silmet Dy metal [Scenario 1: Allied Corridor Buildout]
0,molten_salt electrolysis,EE,neodynium,1500000,Neo Silmet metal reduction [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,EE,dysprosium_oxide,50000,Neo Silmet; heavy REE pilot line [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,EE,neodynium_oxide,700000,Neo Silmet Sillamae; LREE separation capacity [Scenario 1: Allied Corridor Buildout]
0,chemical transformation,JP,neodynium dysprosium iron alloy,35000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,magnet manufacturing,JP,hp_magnet,24500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,metallothermic reduction,JP,dysprosium,50000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,molten_salt electrolysis,JP,neodynium,8000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,clay mining,MM,ion adsorption clay,15000000,Myanmar Kachin State IAC; volatile — 5% annual decline risk [Scenario 1: Allied Corridor Buildout]
0,clay refining,MM,dysprosium_oxide,800000,Myanmar in-situ leach; DyOx-rich IAC (8-12% Dy concentration) [Scenario 1: Allied Corridor Buildout]
0,clay refining,MM,neodynium_oxide,0,Myanmar in-situ leach; NdOx minor fraction [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,MY,dysprosium_oxide,90000,Lynas LAMP HCAD HREE [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,MY,neodynium_oxide,4500000,Lynas LAMP secondary HCAD circuit [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,MY,dysprosium_oxide,150000,Lynas LAMP new HREE circuit; 1500 t/yr Dy+Tb capacity from 2025 [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,MY,neodynium_oxide,3675000,Lynas LAMP Kuantan; NdPr family separation capacity [Scenario 1: Allied Corridor Buildout]
0,beneficiation,US,flurocarbonate,58000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,beneficiation,US,phosphate,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,chemical transformation,US,neodynium dysprosium iron alloy,1500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,cryogenic,US,neodynium dysprosium iron alloy,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,direct reuse,US,hp_magnet,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,US,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,hydrochloric acid digestion,US,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,hydrometallurgical,US,neodynium dysprosium iron alloy,100000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,magnet manufacturing,US,hp_magnet,2000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,magnet-to-magnet recycling,US,hp_magnet,750000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,magnet_market_mix,US,hp_magnet,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,metallothermic reduction,US,dysprosium,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,mining,US,bastnasite,43000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,mining,US,monazaite,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,molten_salt electrolysis,US,neodynium,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,pyrometallurgical,US,neodynium dysprosium iron alloy,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,US,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,sulfuric acid digestion,US,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
0,use phase,US,hp_magnet,500000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,beneficiation,AU,flurocarbonate,17000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,beneficiation,AU,phosphate,8750000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay mining,AU,ion adsorption clay,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay refining,AU,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay refining,AU,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,AU,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,AU,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,mining,AU,bastnasite,20000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,mining,AU,monazaite,18000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,AU,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,AU,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay mining,BR,ion adsorption clay,300000,Brazil Serra Verde IAC; all 4 magnet REEs including Dy Tb [Scenario 1: Allied Corridor Buildout]
1,clay refining,BR,dysprosium_oxide,0,Brazil Serra Verde DyOx; only non-CN IAC Dy+Tb source [Scenario 1: Allied Corridor Buildout]
1,clay refining,BR,neodynium_oxide,100000,Brazil Serra Verde oxide output [Scenario 1: Allied Corridor Buildout]
1,mining,BR,bastnasite,200000,Brazil Serra Verde Pela Ema; Phase 1 2024; HREE-rich IAC deposit [Scenario 1: Allied Corridor Buildout]
1,mining,BR,monazaite,100000,Brazil monazite sands placeholder [Scenario 1: Allied Corridor Buildout]
1,mining,CA,bastnasite,0,Canada placeholder; 14M MT reserves; DOD-backed projects ramping [Scenario 1: Allied Corridor Buildout]
1,mining,CA,monazaite,0,Canada placeholder; monazite sands [Scenario 1: Allied Corridor Buildout]
1,beneficiation,CN,flurocarbonate,185000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,beneficiation,CN,phosphate,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,chemical transformation,CN,neodynium dysprosium iron alloy,185000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay mining,CN,ion adsorption clay,200000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay refining,CN,dysprosium_oxide,2800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay refining,CN,neodynium_oxide,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,CN,dysprosium_oxide,400000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,CN,neodynium_oxide,72500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,magnet manufacturing,CN,hp_magnet,210000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,metallothermic reduction,CN,dysprosium,2800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,mining,CN,bastnasite,168000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,mining,CN,monazaite,40000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,molten_salt electrolysis,CN,neodynium,32000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,CN,dysprosium_oxide,200000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,CN,neodynium_oxide,35000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,chemical transformation,EE,neodynium dysprosium iron alloy,2500000,Neo alloy production for Narva magnet plant [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,EE,dysprosium_oxide,150000,Neo Silmet HREE [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,EE,neodynium_oxide,900000,Neo Silmet secondary circuit [Scenario 1: Allied Corridor Buildout]
1,magnet manufacturing,EE,hp_magnet,2000000,"Neo Narva NdFeB plant; 2000 t/yr Phase1A 2025, scaling to 5000 [Scenario 1: Allied Corridor Buildout]"
1,metallothermic reduction,EE,dysprosium,40000,Neo Silmet Dy metal [Scenario 1: Allied Corridor Buildout]
1,molten_salt electrolysis,EE,neodynium,1500000,Neo Silmet metal reduction [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,EE,dysprosium_oxide,50000,Neo Silmet; heavy REE pilot line [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,EE,neodynium_oxide,700000,Neo Silmet Sillamae; LREE separation capacity [Scenario 1: Allied Corridor Buildout]
1,chemical transformation,JP,neodynium dysprosium iron alloy,35000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,magnet manufacturing,JP,hp_magnet,24500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,metallothermic reduction,JP,dysprosium,50000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,molten_salt electrolysis,JP,neodynium,8000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,clay mining,MM,ion adsorption clay,15000000,Myanmar Kachin State IAC; volatile — 5% annual decline risk [Scenario 1: Allied Corridor Buildout]
1,clay refining,MM,dysprosium_oxide,800000,Myanmar in-situ leach; DyOx-rich IAC (8-12% Dy concentration) [Scenario 1: Allied Corridor Buildout]
1,clay refining,MM,neodynium_oxide,0,Myanmar in-situ leach; NdOx minor fraction [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,MY,dysprosium_oxide,90000,Lynas LAMP HCAD HREE [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,MY,neodynium_oxide,4500000,Lynas LAMP secondary HCAD circuit [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,MY,dysprosium_oxide,150000,Lynas LAMP new HREE circuit; 1500 t/yr Dy+Tb capacity from 2025 [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,MY,neodynium_oxide,3675000,Lynas LAMP Kuantan; NdPr family separation capacity [Scenario 1: Allied Corridor Buildout]
1,beneficiation,US,flurocarbonate,58000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,beneficiation,US,phosphate,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,chemical transformation,US,neodynium dysprosium iron alloy,1500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,cryogenic,US,neodynium dysprosium iron alloy,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,direct reuse,US,hp_magnet,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,US,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrochloric acid digestion,US,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,hydrometallurgical,US,neodynium dysprosium iron alloy,100000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,magnet manufacturing,US,hp_magnet,2000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,magnet-to-magnet recycling,US,hp_magnet,750000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,magnet_market_mix,US,hp_magnet,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,metallothermic reduction,US,dysprosium,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,mining,US,bastnasite,43000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,mining,US,monazaite,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,molten_salt electrolysis,US,neodynium,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,pyrometallurgical,US,neodynium dysprosium iron alloy,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,US,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,sulfuric acid digestion,US,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
1,use phase,US,hp_magnet,500000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,beneficiation,AU,flurocarbonate,17000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,beneficiation,AU,phosphate,8750000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay mining,AU,ion adsorption clay,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay refining,AU,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay refining,AU,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,AU,dysprosium_oxide,50000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,AU,neodynium_oxide,500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,mining,AU,bastnasite,20000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,mining,AU,monazaite,18000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,AU,dysprosium_oxide,30000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,AU,neodynium_oxide,300000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay mining,BR,ion adsorption clay,300000,Brazil Serra Verde IAC; all 4 magnet REEs including Dy Tb [Scenario 1: Allied Corridor Buildout]
2,clay refining,BR,dysprosium_oxide,0,Brazil Serra Verde DyOx; only non-CN IAC Dy+Tb source [Scenario 1: Allied Corridor Buildout]
2,clay refining,BR,neodynium_oxide,100000,Brazil Serra Verde oxide output [Scenario 1: Allied Corridor Buildout]
2,mining,BR,bastnasite,200000,Brazil Serra Verde Pela Ema; Phase 1 2024; HREE-rich IAC deposit [Scenario 1: Allied Corridor Buildout]
2,mining,BR,monazaite,100000,Brazil monazite sands placeholder [Scenario 1: Allied Corridor Buildout]
2,mining,CA,bastnasite,0,Canada placeholder; 14M MT reserves; DOD-backed projects ramping [Scenario 1: Allied Corridor Buildout]
2,mining,CA,monazaite,0,Canada placeholder; monazite sands [Scenario 1: Allied Corridor Buildout]
2,beneficiation,CN,flurocarbonate,185000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,beneficiation,CN,phosphate,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,chemical transformation,CN,neodynium dysprosium iron alloy,185000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay mining,CN,ion adsorption clay,200000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay refining,CN,dysprosium_oxide,2800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay refining,CN,neodynium_oxide,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,CN,dysprosium_oxide,400000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,CN,neodynium_oxide,72500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,magnet manufacturing,CN,hp_magnet,210000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,metallothermic reduction,CN,dysprosium,2800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,mining,CN,bastnasite,168000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,mining,CN,monazaite,40000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,molten_salt electrolysis,CN,neodynium,32000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,CN,dysprosium_oxide,200000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,CN,neodynium_oxide,35000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,chemical transformation,EE,neodynium dysprosium iron alloy,4000000,Neo alloy production for Narva magnet plant [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,EE,dysprosium_oxide,250000,Neo Silmet HREE [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,EE,neodynium_oxide,1500000,Neo Silmet secondary circuit [Scenario 1: Allied Corridor Buildout]
2,magnet manufacturing,EE,hp_magnet,3500000,"Neo Narva NdFeB plant; 2000 t/yr Phase1A 2025, scaling to 5000 [Scenario 1: Allied Corridor Buildout]"
2,metallothermic reduction,EE,dysprosium,70000,Neo Silmet Dy metal [Scenario 1: Allied Corridor Buildout]
2,molten_salt electrolysis,EE,neodynium,2500000,Neo Silmet metal reduction [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,EE,dysprosium_oxide,100000,Neo Silmet; heavy REE pilot line [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,EE,neodynium_oxide,1200000,Neo Silmet Sillamae; LREE separation capacity [Scenario 1: Allied Corridor Buildout]
2,chemical transformation,JP,neodynium dysprosium iron alloy,35000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,magnet manufacturing,JP,hp_magnet,28000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,metallothermic reduction,JP,dysprosium,80000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,molten_salt electrolysis,JP,neodynium,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,clay mining,MM,ion adsorption clay,15000000,Myanmar Kachin State IAC; volatile — 5% annual decline risk [Scenario 1: Allied Corridor Buildout]
2,clay refining,MM,dysprosium_oxide,800000,Myanmar in-situ leach; DyOx-rich IAC (8-12% Dy concentration) [Scenario 1: Allied Corridor Buildout]
2,clay refining,MM,neodynium_oxide,0,Myanmar in-situ leach; NdOx minor fraction [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,MY,dysprosium_oxide,90000,Lynas LAMP HCAD HREE [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,MY,neodynium_oxide,4500000,Lynas LAMP secondary HCAD circuit [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,MY,dysprosium_oxide,150000,Lynas LAMP new HREE circuit; 1500 t/yr Dy+Tb capacity from 2025 [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,MY,neodynium_oxide,3675000,Lynas LAMP Kuantan; NdPr family separation capacity [Scenario 1: Allied Corridor Buildout]
2,beneficiation,US,flurocarbonate,58000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,beneficiation,US,phosphate,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,chemical transformation,US,neodynium dysprosium iron alloy,3000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,cryogenic,US,neodynium dysprosium iron alloy,100000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,direct reuse,US,hp_magnet,200000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,US,dysprosium_oxide,50000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrochloric acid digestion,US,neodynium_oxide,500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,hydrometallurgical,US,neodynium dysprosium iron alloy,300000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,magnet manufacturing,US,hp_magnet,4000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,magnet-to-magnet recycling,US,hp_magnet,1500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,magnet_market_mix,US,hp_magnet,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,metallothermic reduction,US,dysprosium,50000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,mining,US,bastnasite,43000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,mining,US,monazaite,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,molten_salt electrolysis,US,neodynium,500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,pyrometallurgical,US,neodynium dysprosium iron alloy,150000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,US,dysprosium_oxide,20000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,sulfuric acid digestion,US,neodynium_oxide,200000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
2,use phase,US,hp_magnet,500000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,beneficiation,AU,flurocarbonate,17000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,beneficiation,AU,phosphate,8750000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,clay mining,AU,ion adsorption clay,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,clay refining,AU,dysprosium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,clay refining,AU,neodynium_oxide,0,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,hydrochloric acid digestion,AU,dysprosium_oxide,150000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,hydrochloric acid digestion,AU,neodynium_oxide,1500000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,mining,AU,bastnasite,20000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,mining,AU,monazaite,18000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,sulfuric acid digestion,AU,dysprosium_oxide,80000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,sulfuric acid digestion,AU,neodynium_oxide,800000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,clay mining,BR,ion adsorption clay,300000,Brazil Serra Verde IAC; all 4 magnet REEs including Dy Tb [Scenario 1: Allied Corridor Buildout]
3,clay refining,BR,dysprosium_oxide,0,Brazil Serra Verde DyOx; only non-CN IAC Dy+Tb source [Scenario 1: Allied Corridor Buildout]
3,clay refining,BR,neodynium_oxide,100000,Brazil Serra Verde oxide output [Scenario 1: Allied Corridor Buildout]
3,mining,BR,bastnasite,200000,Brazil Serra Verde Pela Ema; Phase 1 2024; HREE-rich IAC deposit [Scenario 1: Allied Corridor Buildout]
3,mining,BR,monazaite,100000,Brazil monazite sands placeholder [Scenario 1: Allied Corridor Buildout]
3,mining,CA,bastnasite,0,Canada placeholder; 14M MT reserves; DOD-backed projects ramping [Scenario 1: Allied Corridor Buildout]
3,mining,CA,monazaite,0,Canada placeholder; monazite sands [Scenario 1: Allied Corridor Buildout]
3,beneficiation,CN,flurocarbonate,185000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,beneficiation,CN,phosphate,10000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
3,chemical transformation,CN,neodynium dysprosium iron alloy,185000000,Placeholder — tune with real data [Scenario 1: Allied Corridor Buildout]
