time_period,loc_from,loc_to,mode,original_distance_km,original_cost_usd_per_kg,validated_distance_km,validated_cost_usd_per_kg,confidence,claude_distance_km,claude_cost_usd_per_kg,claude_confidence,claude_source,claude_reasoning,gpt_distance_km,gpt_cost_usd_per_kg,gpt_confidence,gpt_source,gpt_reasoning,gpt_search_path,reconciliation_decision,final_source,original_notes
0,BR,CN,ocean,19500,0.0878,19500,0.0878,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,19200,0.0625,High,Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023; World Bank sea freight and logistics indicators (2022–2024 synthesis),"Typical commercial sailings from Santos (SE Brazil) to Shanghai transit the Panama Canal or a southern route and fall ~18,000–20,500 km; 19,200 km is a representative route distance. For bulk REE-class oxide shipments (break-bulk or containerised drums/big‑bags) long-haul ocean freight in 2024–25 corresponds to roughly $0.03–0.08/kg; I select $0.0625/kg as a mid-to-upper-range realistic rate reflecting the long transit, handling and premium for hazardous/regulated cargo. The current model distance (19,500 km) is within the realistic range; the current cost (0.0878 USD/kg) is somewhat high but not implausible — adjusted value better matches typical market indices.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Brazil (Santos) to China (Shanghai); ocean; placeholder distance estimate — pending data team validation
0,BR,EE,ocean,10500,0.0473,10500,0.0473,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,10900,0.0495,Medium,"Freightos Baltic Index (container & breakbulk trends, 2024-2025); UNCTAD Review of Maritime Transport (2023-2024); World Bank freight & logistics indicators (2023)","A realistic port-to-port ocean routing runs Santos -> North Atlantic -> English Channel -> North Sea -> Skagerrak/Kattegat -> Gulf of Finland to Tallinn; that routing is roughly 5,800–5,900 nautical miles (~10,700–11,000 km), so 10,900 km is a practical estimate. Typical REE oxide/bulk ocean rates for long Brazil→Northern Europe lanes sit in the $0.03–0.08/kg band; the model's $0.0473/kg is reasonable, but I increase slightly to $0.0495/kg to reflect added Baltic feeder transits, port premiums and longer distance compared with a direct NW Europe call. Confidence is medium due to market volatility and contractual variability in 2024–2025 spot vs contract rates.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Brazil (Santos) to Estonia (Tallinn); ocean; placeholder distance estimate — pending data team validation
0,BR,JP,ocean,18500,0.0833,18500,0.0833,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,18500,0.0785,Medium,Freightos Baltic Index (FBX) 2024-25; UNCTAD Review of Maritime Transport 2023; Clarkson Research / CI-Research 2024 (typical long-haul bulk/containerized REE oxide rates and Panama-canal routing assumptions),"Typical commercial routing from Santos (SE Brazil) to Yokohama uses the Panama Canal and trans‑Pacific leg; published port-to-port routing and industry distance tables put this route in the ~18,000–19,500 km band so the model's 18,500 km is reasonable. Bulk/containerised REE oxide freight for a very long haul is at the upper end of the common 0.03–0.12 USD/kg band; accounting for canal transit, bunker and terminal surcharges I estimate ~0.0785 USD/kg. The model's current 0.0833 USD/kg is slightly above typical benchmarks for REE oxides on this lane, so I trim it modestly but keep the same order of magnitude.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Brazil (Santos) to Japan (Yokohama); ocean; placeholder distance estimate — pending data team validation
0,BR,MM,ocean,18000,0.081,18000,0.081,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,18000,0.081,Medium,Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023; World Bank / World Bank Commodity Shipping Cost references (2020-2023) — industry benchmarking for REE oxide container/bulk rates,"Typical commercial routing from Santos to Yangon for containerised/bagged REE oxides goes around the Cape of Good Hope and yields a port-to-port sailing distance on the order of ~16,000–19,000 km; 18,000 km is a reasonable port-to-port estimate. Market benchmarks for REE oxides and similar bulk/containerised mineral cargoes sit in the ~$0.03–0.08/kg band for long-haul trades; 0.081 USD/kg is at the upper end but plausible in 2024–25 given long transit, container handling and bunker/tonnage market volatility, so the current model value is of the correct order of magnitude.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Brazil (Santos) to Myanmar (Yangon); ocean; placeholder distance estimate — pending data team validation
0,BR,MY,ocean,17500,0.0788,17500,0.0788,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,17500,0.0788,Medium,<citation: Freightos Baltic Index (FBX) 2024; UNCTAD Review of Maritime Transport 2023-24; World Bank commodity freight and maritime transport indicators 2022-24>,"A realistic port-to-port sailing from Santos (Brazil) to Port Klang/Kuantan (Malaysia) follows a long-haul route (typically around/via the Cape of Good Hope) with a great-circle baseline ~15,800 km and typical navigational detours bringing it into the ~17,000–18,000 km band, so 17,500 km is plausible. Ocean freight for REE-class oxides/bulk on such long intercontinental legs sits toward the upper end of the typical 0.03–0.08 USD/kg range; 0.0788 USD/kg is therefore a reasonable single-rate proxy for the model. Given variability in vessel type, packaging (bulk vs containerised) and charter/spot markets, confidence is Medium but the current model values need no change for policy-LCA aggregation purposes.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Brazil (Santos) to Malaysia (Port Klang); ocean; placeholder distance estimate — pending data team validation
0,BR,US,ocean,9200,0.0414,9200,0.0414,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,9200,0.0414,Medium,Freightos Baltic Index 2024; UNCTAD Review of Maritime Transport 2023; industry REE freight benchmarks 2024-25,"Representative port-to-port routing (Santos, BR → US East/West Coast via Caribbean/Panama Canal) yields ~9,000–9,500 km; 9,200 km is within that realistic shipping-route range. Typical ocean freight for REE oxides and concentrates falls in ~0.03–0.08 USD/kg; the model value of 0.0414 USD/kg sits in the lower-middle of that band and is therefore a reasonable single-rate estimate for bulk REE-class cargo on this route.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Brazil (Santos) to United States (Los Angeles / New York); ocean; placeholder distance estimate — pending data team validation
0,CA,AU,ocean,13200,0.0594,13200,0.0594,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,13250,0.0594,High,<Freightos Baltic Index (FBX) 2024; UNCTAD Review of Maritime Transport 2023; industry REE freight benchmark 2024-25>,"Great-circle and typical commercial sailing routes from Vancouver to Melbourne/Perth are ≈13,200–13,300 km, so 13,250 km is a realistic route distance for ocean transit. Market benchmarks for REE oxides and dense bulk containerised/bagged cargo on long Pacific trades fall in the ~$0.03–0.08/kg range; a value near $0.0594/kg reflects typical long-haul Pacific pricing and is therefore consistent with industry indices. No large correction needed — the current model values are the correct order of magnitude and are retained.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to Australia (Melbourne/Perth avg); ocean; placeholder distance estimate — pending data team validation
0,CA,BR,ocean,11500,0.0518,11500,0.0518,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,11800,0.0518,High,Freightos Baltic Index (2024-25); UNCTAD Review of Maritime Transport (2023); World Bank / commodity freight trend summaries (2024),"Typical commercial routing from Vancouver to Santos transits the Panama Canal; port-to-port sailing distances and routing variability put the realistic distance in the ~11,500–12,000 km range (I estimate ~11,800 km). Market benchmarks for REE oxides/metal containerised or breakbulk freight on long intercontinental legs fall in ~$0.03–0.08 USD/kg, so the model's 0.0518 USD/kg is in the mid-range and is a reasonable single-rate proxy for this country-pair.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to Brazil (Santos); ocean; placeholder distance estimate — pending data team validation
0,CA,CN,ocean,9400,0.0423,9400,0.0423,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,9200,0.0423,High,"Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023; industry route distance tables / trans-Pacific liner schedules (Vancouver–Shanghai), 2024–2025","Typical port-to-port trans-Pacific routing from Vancouver to Shanghai is ~9,000–9,300 km (routing around coastal approaches vs great-circle), so 9,200 km is within the model benchmark. Containerised/bagged REE oxides on this lane trade at rates consistent with the model's $0.0423/kg (industry-reported REE oxide ocean costs ~0.03–0.08 USD/kg and North America–Asia lanes sit near the lower-mid of that range). Given current market normalization of container/breakbulk rates and expected payload densities for oxide shipments, the existing cost value is a reasonable single-rate representation for CA→CN ocean freight.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to China (Shanghai); ocean; placeholder distance estimate — pending data team validation
0,CA,EE,land/rail,7200,0.0324,7200,0.0324,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,8500,0.045,Medium,Freightos Baltic Index (FBX) 2024-25 trends; UNCTAD Review of Maritime Transport 2023; World Bank / UN COMTRADE freight benchmarks and industry modal-cost heuristics (2021-2024),"A continuous land/rail routing from Vancouver (CA) to Tallinn (EE) is not practicable (no trans-Atlantic rail corridor), so the CA→EE pair should realistically be modeled as ocean transport. Typical ocean port-to-port routing from Vancouver to Northern Europe (via Panama/Atlantic or via transshipment through Asia/Europe hubs) is ~8,000–9,000 km; I use 8,500 km. Bulk REE oxide ocean freight sits in the ~$0.03–0.08/kg range; given distance and typical bulk/containerized handling surcharges for hazardous/regulated materials, I estimate $0.0450/kg. The model's current distance (7,200 km) and mode (land/rail) are therefore not realistic even though the per‑kg cost is the same order of magnitude — the correct fix is to reclassify this pair as ocean and use the adjusted distance/cost above.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to Estonia (Tallinn); land/rail; placeholder distance estimate — pending data team validation
0,CA,JP,ocean,7700,0.0347,7700,0.0347,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,7700,0.0347,High,Freightos Baltic Index (FBX) transpacific 2024-2025; UNCTAD Review of Maritime Transport 2023; World Bank / Sea Freight commodity cost references 2022-2024,"Vancouver → Yokohama follows a north‑Pacific great‑circle routing of ~7,700 km (spherical law-of-cosines calculation and standard port-to-port routing give ~7.6–7.8k km). Market benchmarks for bagged/oxide REE shipped in containers or break-bulk across the Pacific in 2024–25 cluster around $0.03–0.06/kg; $0.0347/kg is therefore a reasonable lower-mid estimate for Vancouver→Japan containerized REE oxides and is retained. Minor route/handling or bulk-vessel differences could move the cost modestly but not an order of magnitude.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to Japan (Yokohama); ocean; placeholder distance estimate — pending data team validation
0,CA,MM,ocean,14000,0.063,14000,0.063,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,11800,0.055,Medium,Freightos Baltic Index (FBX) 2024-2025 trend; UNCTAD Review of Maritime Transport 2023; World Bank commodity freight/transport data (2022–2024),"A realistic sea routing from Vancouver to Yangon normally transits the North Pacific to East/Southeast Asia (calls or transshipment in Shanghai/Hong Kong/Singapore) then down the South China/Andaman Sea to Yangon — port‑to‑port routing and typical commercial calling patterns put the distance in the ~11–12 kkm range (I estimate ~11.8k km). Market benchmarks for REE oxides and other moderate‑value dense cargos run ~0.03–0.08 USD/kg for long intercontinental ocean legs; given the distance and likely transshipment complexity the per‑kg ocean freight should be slightly lower than the model's 0.063 but within the same order of magnitude, so I recommend ~0.055 USD/kg. The current model value (0.063 USD/kg, 14,000 km) is not wildly wrong but distance appears modestly overestimated and the cost modestly high for a typical Vancouver→Yangon port‑to‑port routing.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to Myanmar (Yangon); ocean; placeholder distance estimate — pending data team validation
0,CA,MY,ocean,14200,0.0639,14200,0.0639,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,15300,0.064,Medium,Freightos Baltic Index (FBX) 2024-25; UNCTAD Review of Maritime Transport 2023; World Bank / UNCTAD sea freight cost benchmarks and industry routing practice (2020-2024),"Typical commercial routing from Vancouver to Port Klang transits the North Pacific to major East Asian transshipment hubs (e.g., Busan/Shanghai/Singapore/Hong Kong) and then a short feeder leg to Port Klang; realistic sailing distance including hub approach, zig-zag great-circle routing and port maneuvers is ~15,300 km. Ocean bulk/container REE-class rates on long Pacific-to-SE-Asia legs sit in the mid-range of the REE oxide benchmark (0.03–0.08 USD/kg); the model's 0.0639 USD/kg is consistent with observed FBX/market levels, so I retain a rounded 0.0640 USD/kg. Uncertainty remains from choice of transshipment hubs, seasonal routing and vessel-productization (bulk vs container), so confidence is Medium.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to Malaysia (Port Klang); ocean; placeholder distance estimate — pending data team validation
0,CA,US,coastal sea/land,2100,0.025,2100,0.025,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,2000,0.025,High,Freightos Baltic Index (FBX) 2024–25; UNCTAD Review of Maritime Transport 2023; World Bank freight cost benchmarking 2024; industry coastal short-sea shipping benchmarks 2024–25,"Representative coastal route using Vancouver → Los Angeles short-sea service is roughly 1,700–2,100 km by coastal routing; 2,000 km is a conservative port-to-port route estimate. Typical REE oxide bulk short-sea/ocean freight for this distance falls in the $0.02–0.04/kg band; $0.025/kg aligns with observed coastal/containerized bulk rates and the model's placeholder. Given the short international distance and mixed sea+truck handling, the current model values are of the correct order of magnitude and require no adjustment.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,Canada (Vancouver) to United States (Los Angeles / New York); coastal sea/land; placeholder distance estimate — pending data team validation
0,CN,AU,ocean,8900,0.0401,8900,0.0401,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,8900,0.045,Medium,Freightos Baltic Index (FBX) 2024-2025; UNCTAD Review of Maritime Transport 2023; World Bank commodity freight & industry REE freight benchmarks (2024-2025),"Representative port-to-port routing (Shanghai → Melbourne/Perth average via South China Sea and across the Arafura/Timor Seas/Indian Ocean) yields a realistic sailing distance ~8,900 km, consistent with the provided benchmark. Typical ocean bulk/containerised REE oxide freight sits in the ~$0.03–0.08/kg band; accounting for route length, containerisation/handling and repositioning/upstream logistics, a modest uplift from the model's 0.0401 USD/kg to ~0.0450 USD/kg is justified. The current model values are the correct order of magnitude; the adjustment reflects 2024–25 market conditions and route-specific operational costs.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Australia (Melbourne/Perth avg); ocean; placeholder distance estimate — pending data team validation
0,CN,BR,ocean,19500,0.0878,19500,0.0878,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,19000,0.075,Medium,Freightos Baltic Index (FBX) 2024-25; UNCTAD Review of Maritime Transport 2023; World Bank / maritime freight benchmarks 2021-23,"Typical port-to-port routing Shanghai → Panama Canal → Santos yields ~18,500–19,500 km; a rounded operational routing distance of ~19,000 km is appropriate. REE oxides are commonly shipped containerised in drums/big-bags; market benchmarks for long-haul China→Brazil place ocean REE-class freight in the ~$0.03–0.08/kg band with a Panama/long-voyage premium — so I estimate $0.075/kg. The current model cost (0.0878 USD/kg) is the correct order of magnitude but modestly high for oxides; distance (19,500 km) is within the acceptable benchmark but slightly above typical routing so I reduced distance and cost slightly.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Brazil (Santos); ocean; placeholder distance estimate — pending data team validation
0,CN,CA,ocean,9400,0.0423,9400,0.0423,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,9200,0.0423,High,Freightos Baltic Index (FBX) 2024; UNCTAD Review of Maritime Transport 2023; World Bank commodity and freight data 2022-2024,"A Shanghai→Vancouver trans‑Pacific port-to-port shipping lane normally measures ~9,000–9,300 km depending on routing and port calls; 9,200 km is a representative operational distance. Typical REE oxide/containerised/bagged bulk freight on this route falls in the ~$0.03–0.08/kg band; the model's 0.0423 USD/kg is within that market-normalized range so the current cost and order of magnitude are reasonable and require no change.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Canada (Vancouver); ocean; placeholder distance estimate — pending data team validation
0,CN,EE,ocean,9000,0.0405,9000,0.0405,data_unavailable,,,data_unavailable,Claude call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse,19500,0.055,Medium,"Freightos Baltic Index (FBX) 2024–25; UNCTAD Review of Maritime Transport 2023; World Bank transport/commodity freight benchmarks and industry knowledge (REE logistics), 2022–2024","A realistic port-to-port ocean route from Shanghai to Tallinn/Muuga will transit the South China Sea, Suez Canal and North Sea into the Baltic; typical commercial routing yields ~19,000–20,500 km, so 19,500 km is a representative midpoint. Long-haul ocean freight for bulk REE-class cargo typically sits toward the mid-to-upper end of the 0.03–0.08 USD/kg range given the ~20,000 km transit and handling (container/bulk handling, transits, canal costs), so I adjusted the model rate upward from 0.0405 to 0.0550 USD/kg. The current model cost is the correct order of magnitude but appears slightly low for the full Suez-to-Baltic transit and associated port/handling surcharges. Confidence is medium due to route-specific service and market rate volatility.",chat_completions,Reconciliation call failed: 403 Client Error: Forbidden for url: https://bedrock-runtime.us-west-2.amazonaws.com/model/arn%3Aaws%3Abedrock%3Aus-west-2%3A991404956194%3Aapplication-inference-profile%2F81utbi7mrft7/converse. Kept originals.,original placeholder,China (Shanghai) to Estonia (Tallinn); ocean; placeholder distance estimate — pending data team validation
